ID,#YY,MM,DD,hh,mm,WDIR(degT),WSPD(m/s),GST(m/s),DPD(sec),APD(sec),MWD(degT),PRES(hPa),ATMP(degC),WTMP(degC),DEWP(degC),WVHT(m)
20177221950,2017,7,22,19,50,321,4.2,4.7,4.55,3.64,217,1009.5,21.3,21.2,18.2,0.35
20177222050,2017,7,22,20,50,348,4,4.6,4.17,3.3,217,1009.2,21.2,21.3,19,0.33
20177222150,2017,7,22,21,50,356,2.7,3.5,4,3.16,217,1009.5,21.2,21.5,18.5,0.3
2018526750,2018,5,26,7,50,180,5,5.4,3.03,2.84,157,1007.3,11.6,3.8,11.5,0.33
2018526850,2018,5,26,8,50,178,4.5,4.9,3.03,3.02,160,1007.5,11.8,3.8,11.7,0.34
2018526950,2018,5,26,9,50,173,4.9,5.2,3.03,2.85,172,1007.3,9.3,3.8,9.2,0.26
2018530150,2018,5,30,1,50,46,4.4,4.8,4.35,3.45,133,1010.2,13,9,11.6,0.49
2018530250,2018,5,30,2,50,67,4.5,5,3.7,3.04,84,1010.7,13.5,9,12.3,0.33
20185301250,2018,5,30,12,50,88,5.1,5.4,2.94,2.81,89,1007.4,14.2,8.1,13.1,0.25
20185301450,2018,5,30,14,50,91,4.3,4.5,2.86,2.81,100,1006.7,13.7,8.2,13.1,0.28
20185311150,2018,5,31,11,50,208,6,6.6,2.86,2.68,162,1003.8,13.4,8.9,13.3,0.25
20185311250,2018,5,31,12,50,202,5.2,6.3,2.86,2.73,161,1004.4,13.1,8.8,13,0.29
20185311350,2018,5,31,13,50,197,4.4,4.7,2.94,2.79,157,1004.6,12.6,8.8,12.5,0.27
20185311450,2018,5,31,14,50,189,4.8,5.3,3.33,2.99,146,1005,13,8.9,12.8,0.31
20185311550,2018,5,31,15,50,181,4.6,5.1,3.23,2.97,149,1005.2,13.1,9,12.5,0.26
20185311650,2018,5,31,16,50,195,4.8,5.2,3.33,3.04,147,1005.7,13.3,9.2,12.6,0.29
20185311750,2018,5,31,17,50,192,4.7,5.3,3.45,2.98,141,1005.6,14.2,9.2,13.2,0.27
2018611250,2018,6,1,12,50,5,8.8,10.4,2.47,2.57,25,1011.4,9.4,9.4,9.2,0.38
2018611350,2018,6,1,13,50,4,8.4,9.9,4,3.41,27,1012.3,8.6,8.5,8.4,0.84
2018611450,2018,6,1,14,50,1,8.6,10.4,4.55,3.85,19,1012.7,8.4,7.7,8.2,1.02
2018611550,2018,6,1,15,50,359,9.7,11.4,5.56,4.36,27,1013.2,8,7.1,7.2,1.34
2018611650,2018,6,1,16,50,3,9.6,11.1,5,4.36,32,1013.6,7.6,6.6,6.4,1.43
2018611750,2018,6,1,17,50,2,9,10.9,6.25,4.78,27,1013.9,7.4,6,6,1.72
2018611850,2018,6,1,18,50,359,9.9,11.7,6.67,4.94,21,1013.8,7.2,5.2,5.9,1.79
2018611950,2018,6,1,19,50,2,11.8,13.9,6.25,4.81,35,1013.8,7.1,5.4,5.7,1.85
2018612050,2018,6,1,20,50,2,10.1,12,6.25,5.11,33,1013.9,7.4,5.6,5.6,1.85
2018612150,2018,6,1,21,50,356,10.5,12.4,6.67,5.23,33,1014.4,7.7,5.2,5.7,2.12
2018612250,2018,6,1,22,50,1,10,11.6,6.25,4.88,42,1014.1,7.9,5.4,5.8,1.75
2018612350,2018,6,1,23,50,2,9.1,10.4,6.25,5.06,40,1014,7.9,5.5,5.5,1.77
201862050,2018,6,2,0,50,357,9.4,10.7,6.25,4.83,47,1014.2,7.6,5.8,5.6,1.63
201862150,2018,6,2,1,50,1,9.2,10.6,6.25,4.88,47,1014.7,7.8,5.8,5.9,1.59
201862250,2018,6,2,2,50,4,8.6,10.1,6.25,4.87,40,1014.9,7.6,5.9,5.8,1.6
201862350,2018,6,2,3,50,10,7.6,9.7,6.25,4.83,41,1014.7,7.2,5.8,5.9,1.51
201862450,2018,6,2,4,50,4,6.9,7.8,6.25,4.58,42,1015.1,7.2,5.7,6.3,1.23
201862550,2018,6,2,5,50,16,7.2,8.6,5.56,4.56,35,1014.6,7.9,5.7,6.9,1.31
201862650,2018,6,2,6,50,355,6.7,7.7,5.88,4.53,47,1015.4,7.3,5.7,6.5,1.17
201862750,2018,6,2,7,50,12,6.7,7.7,5.88,4.46,37,1015.3,7.1,5.7,6.4,1.09
201862850,2018,6,2,8,50,19,5.1,6.3,5.56,4.47,26,1015.3,7.3,5.7,6.7,1.13
201862950,2018,6,2,9,50,29,3,3.5,6.25,4.39,26,1015,7.5,5.7,6.9,0.97
2018621050,2018,6,2,10,50,27,3.8,4.5,5.88,4.38,30,1015.7,7.7,5.7,7.3,0.87
2018621150,2018,6,2,11,50,31,2.7,3.5,5.26,4.21,27,1016,8.2,5.7,7.9,0.73
2018621250,2018,6,2,12,50,2,4.7,5.1,5.56,4.2,28,1016.8,7.3,5.8,6.9,0.73
2018621350,2018,6,2,13,50,21,4.2,4.7,5.26,4.06,27,1017.2,7.5,5.8,6.9,0.7
2018621450,2018,6,2,14,50,37,3.4,3.7,5.26,4.05,26,1016.9,7.9,5.8,7.3,0.69
2018621550,2018,6,2,15,50,42,3.5,3.8,5.26,3.82,10,1016.4,8.3,5.9,7.7,0.65
2018621650,2018,6,2,16,50,30,2.3,2.8,5,3.65,24,1016.3,8.4,6.3,7.8,0.54
2018621750,2018,6,2,17,50,33,3.5,4.2,4.76,3.81,24,1015.1,8.4,6.3,7.8,0.53
2018621850,2018,6,2,18,50,48,4,5.3,4.55,3.85,18,1013.8,8.8,6.5,8.2,0.48
2018621950,2018,6,2,19,50,18,2.6,3.3,4.55,3.74,29,1013.8,8.7,6.4,8.1,0.43
2018622050,2018,6,2,20,50,11,3.5,3.8,4.55,3.75,22,1013.5,8.5,6.7,7.8,0.41
2018622150,2018,6,2,21,50,34,4.1,4.4,4.55,3.74,20,1012.7,9.3,6.9,8.5,0.37
2018622250,2018,6,2,22,50,15,2.7,3,4.55,3.72,22,1012.8,9.1,6.7,8.3,0.36
2018622350,2018,6,2,23,50,3,2.9,3.1,4.17,3.63,24,1012.6,8.8,6.7,8,0.31
201863050,2018,6,3,0,50,41,2.7,3,4.17,3.5,29,1011.8,8.8,6.7,8.2,0.29
201863150,2018,6,3,1,50,16,2.3,2.9,4.55,3.66,13,1011.6,9.2,6.7,8.6,0.32
201863250,2018,6,3,2,50,4,5.8,6.5,4.35,3.47,23,1012.1,8,6.6,7.3,0.29
201863350,2018,6,3,3,50,37,5,5.9,3.85,3.12,31,1011.7,8.7,6.6,8,0.29
201863450,2018,6,3,4,50,67,4.7,5.2,4.17,3.01,17,1010.9,9.4,6.5,9,0.31
201863550,2018,6,3,5,50,81,3.3,4.2,4,3.04,12,1010.3,11.3,6.5,11.2,0.29
201863650,2018,6,3,6,50,98,4.2,4.4,3.85,3.04,4,1009.9,12.5,6.5,12.4,0.26
201863750,2018,6,3,7,50,43,3.8,4.2,4.17,2.97,22,1010,9.8,6.6,9.6,0.25
201863850,2018,6,3,8,50,54,1.8,2.1,2.74,2.92,37,1009.7,10.3,6.5,10.1,0.33
201863950,2018,6,3,9,50,335,1.3,2.1,2.94,3,32,1009.9,10.1,6.5,9.9,0.3
2018631050,2018,6,3,10,50,266,3.1,3.5,2.86,3.07,13,1010.3,7.8,6.6,7.7,0.29
2018631150,2018,6,3,11,50,254,3.1,3.5,4.17,3.1,313,1010.4,7.1,6.6,7,0.27
2018631250,2018,6,3,12,50,251,3.8,4.5,4,3.27,324,1010.5,7.7,6.6,7.5,0.27
201864050,2018,6,4,0,50,275,4.2,4.6,3.57,3.14,235,1012.3,10.2,7.5,8,0.26
201864150,2018,6,4,1,50,293,3.8,4.7,3.57,3.16,245,1012.7,10.7,7.7,8.3,0.26
201864250,2018,6,4,2,50,306,5.5,6.3,3.33,3.12,286,1013.2,11,8,8.4,0.28
201864350,2018,6,4,3,50,294,5.4,6.6,3.45,3.16,279,1013.6,10.4,7.9,8.1,0.3
201864450,2018,6,4,4,50,303,6.6,7.4,3.57,3.24,290,1013.8,10.9,7.8,8,0.37
201864550,2018,6,4,5,50,308,4.1,4.6,3.57,3.04,302,1013.7,9.5,7.7,7.6,0.37
201864650,2018,6,4,6,50,318,5.1,5.7,3.45,3.07,310,1013.9,9.9,7.7,7.8,0.4
201864750,2018,6,4,7,50,314,5,5.7,3.7,3.17,319,1014.5,9.7,7.7,7.4,0.38
201864850,2018,6,4,8,50,287,5,5.5,3.57,3.17,288,1014.8,8.9,7.7,6.9,0.36
201864950,2018,6,4,9,50,283,3.9,4.4,3.7,3.21,294,1015,9,7.7,7.1,0.38
2018641150,2018,6,4,11,50,271,3.8,4.2,3.85,3.35,283,1015.4,9.5,8,7.6,0.37
2018641250,2018,6,4,12,50,263,4.8,5.6,3.57,3.29,289,1016.1,9.2,8.1,7.7,0.35
2018641350,2018,6,4,13,50,263,4.4,4.9,3.85,3.21,299,1016.6,9.1,8.1,7.7,0.32
2018641450,2018,6,4,14,50,261,4.6,5.3,3.85,3.21,308,1016.9,9.4,8.2,7.7,0.32
2018641550,2018,6,4,15,50,247,3.3,3.9,4,2.98,308,1016.6,9.6,8.3,7.7,0.28
2018641650,2018,6,4,16,50,236,3.4,3.8,3.33,3.04,293,1015.5,10.1,8.5,7.8,0.25
2018642150,2018,6,4,21,50,185,6.1,7.2,2.6,2.53,165,1012.2,10.9,9,8.1,0.27
2018642250,2018,6,4,22,50,190,6.4,7.6,2.74,2.67,170,1011.4,10.9,8.9,7.9,0.31
2018642350,2018,6,4,23,50,195,5.7,6.7,2.86,2.82,167,1011.1,11.2,8.8,7.7,0.37
201865050,2018,6,5,0,50,201,5.5,6,3.23,2.94,155,1010.4,11,8.6,7.8,0.41
201865150,2018,6,5,1,50,216,6.6,7.2,3.23,3.05,149,1009.6,11.2,8.4,8,0.42
201865250,2018,6,5,2,50,240,7,8.7,3.03,2.99,177,1009.2,13.4,8.2,8.3,0.44
201865350,2018,6,5,3,50,250,5.3,9.3,3.13,2.95,179,1009.9,11.9,8.1,8.1,0.38
201865450,2018,6,5,4,50,12,3.1,4.9,3.13,3,254,1010.8,12,8.1,9.2,0.35
201865550,2018,6,5,5,50,125,0.8,1.1,2.94,2.91,200,1010,12.1,8.1,9.1,0.28
2018651250,2018,6,5,12,50,21,7.7,9.2,2.86,2.71,35,1010.9,8.8,8.4,7.5,0.36
2018651350,2018,6,5,13,50,8,7.4,8.7,3.23,3.04,39,1011.9,8.2,8.7,6.9,0.56
2018651450,2018,6,5,14,50,7,8.1,9.5,4,3.53,28,1012.2,7.8,8.6,6.7,0.72
2018651550,2018,6,5,15,50,9,9.2,10.5,4.17,3.71,19,1012.2,7.5,8.5,6.3,0.85
2018651650,2018,6,5,16,50,7,9.4,11.3,4.76,3.76,15,1012.8,7.3,8.5,6,0.91
2018651750,2018,6,5,17,50,1,9.5,11.5,4.76,3.81,21,1012.9,7.6,8.5,6.2,0.95
2018651850,2018,6,5,18,50,356,8.6,10.1,4.76,3.95,39,1012.9,7.6,8.5,6.3,1.06
2018651950,2018,6,5,19,50,354,8.7,10.5,5.26,3.97,52,1012.9,7.9,8.7,6.3,1.11
2018652050,2018,6,5,20,50,349,8.3,10,4.76,3.78,44,1012.9,8.3,8.9,6.4,0.92
2018652150,2018,6,5,21,50,358,7.7,9.1,4.55,3.89,42,1013.1,8.8,9.1,6.1,0.94
2018652250,2018,6,5,22,50,359,5.4,6.3,4.76,4.12,53,1013.6,9,9.3,6.1,0.93
2018652350,2018,6,5,23,50,347,5.6,6.5,4.76,4.02,56,1013.8,9.4,9.4,6.2,0.83
201866050,2018,6,6,0,50,346,5.2,5.9,5,3.93,49,1013.5,9.5,9.7,6.3,0.77
201866150,2018,6,6,1,50,352,5,6.1,4.55,3.85,49,1013.6,9.2,10.1,6.6,0.65
201866250,2018,6,6,2,50,358,5.4,6.3,5.26,3.98,52,1013.9,10.1,10.3,6.6,0.68
201866350,2018,6,6,3,50,358,6.6,7.8,5,3.83,44,1014,9.9,10.4,6.5,0.66
201866450,2018,6,6,4,50,20,6.6,7.7,5,3.67,44,1014,9.5,10.3,6.6,0.61
201866550,2018,6,6,5,50,23,5.4,6.1,4.35,3.55,45,1014.1,9.5,10.1,7.3,0.56
201866650,2018,6,6,6,50,28,4.5,5.4,4.76,3.52,40,1014,9.6,9.9,7.9,0.5
201866750,2018,6,6,7,50,34,4.4,5.2,4.76,3.44,40,1014.2,9.9,9.7,8.4,0.41
201866850,2018,6,6,8,50,65,3.8,4.4,4.55,3.41,29,1013.8,10.4,9.6,9,0.39
201866950,2018,6,6,9,50,68,2.5,2.9,4.35,3.39,26,1014.7,10.7,9.6,9.4,0.34
2018661050,2018,6,6,10,50,38,2,2.3,4,3.45,33,1016.1,10.9,9.6,9.5,0.31
2018661150,2018,6,6,11,50,74,3.2,3.6,3.57,3.44,33,1016.1,11.1,9.6,9.6,0.28
2018661250,2018,6,6,12,50,99,2.8,3.1,3.23,3.32,14,1016,11.6,9.6,10.1,0.29
2018661350,2018,6,6,13,50,118,1.7,2.2,3.85,3.24,9,1016.4,12.2,10.5,10.9,0.29
2018661450,2018,6,6,14,50,125,2.8,3.4,3.57,3.16,62,1016,12.3,10.9,11,0.29
2018661550,2018,6,6,15,50,139,1.7,2.1,3.57,3.22,118,1016.3,12.9,11.3,11,0.3
2018661650,2018,6,6,16,50,126,1.5,1.8,3.57,3.22,120,1016.1,13.2,12,11.4,0.31
2018661750,2018,6,6,17,50,46,1,1.4,3.7,3.18,166,1016.7,13.2,12.4,12,0.32
2018661850,2018,6,6,18,50,106,8.4,10.2,3.57,3.28,148,1012.3,13.5,11.6,11.5,0.31
2018661950,2018,6,6,19,50,161,1.6,2.1,3.57,3,129,1014.3,14,11.4,11,0.37
2018662050,2018,6,6,20,50,108,3.4,3.8,3.7,3.04,148,1013.8,13.7,11.5,11.5,0.31
2018662150,2018,6,6,21,50,150,5.2,5.8,3.03,2.97,128,1012.3,14,11.4,11.1,0.27
2018672050,2018,6,7,20,50,14,6.5,7.7,2.6,2.54,31,1018.3,12.1,12.4,10.8,0.31
2018672150,2018,6,7,21,50,14,6.9,7.9,2.86,2.72,37,1018.4,12.1,12.4,10.6,0.36
2018672250,2018,6,7,22,50,17,6.5,7.7,2.74,2.68,39,1018.6,12.1,12.2,10.5,0.34
2018672350,2018,6,7,23,50,23,7.7,9.1,2.94,2.74,45,1017.8,12,12.1,10.4,0.41
201868050,2018,6,8,0,50,24,7.8,9.7,3.03,2.91,43,1018,12.9,11.9,10.2,0.47
201868150,2018,6,8,1,50,22,8.3,9.5,3.45,3.11,43,1018.5,12.9,11.7,9.9,0.6
201868250,2018,6,8,2,50,24,6.3,7.2,3.7,3.36,54,1019.2,12.5,11.6,9.7,0.66
201868350,2018,6,8,3,50,24,4.9,5.6,3.85,3.35,45,1019.5,12.3,11.6,9.7,0.56
201868450,2018,6,8,4,50,21,6.5,7.4,3.7,3.25,41,1019.3,12.8,11.6,10,0.48
201868550,2018,6,8,5,50,21,4.7,5.7,3.85,3.24,50,1019.8,12,11.6,9.9,0.39
201868650,2018,6,8,6,50,20,4.8,5.8,4,3.15,48,1019.5,11.6,11.6,9.9,0.37
201868750,2018,6,8,7,50,30,5.4,6.3,3.85,3.14,38,1019.4,12,11.6,10.3,0.36
201868850,2018,6,8,8,50,33,5.3,6,3.7,3.07,40,1019.6,12.1,11.6,10.4,0.34
201868950,2018,6,8,9,50,31,6.2,7,3.85,3.01,35,1019.9,12.5,11.6,10.7,0.35
2018681050,2018,6,8,10,50,36,5.6,6.5,3.03,2.99,37,1020.5,12.4,11.6,10.8,0.38
2018681150,2018,6,8,11,50,41,5.6,6.5,3.03,2.94,44,1020.9,12.2,11.7,10.7,0.34
2018681250,2018,6,8,12,50,36,5.1,5.8,3.03,2.92,34,1021.1,12,11.7,10.6,0.33
2018681350,2018,6,8,13,50,33,4.7,5.4,2.86,2.91,35,1020.9,12,11.8,10.7,0.31
2018681450,2018,6,8,14,50,19,3,3.4,2.74,2.98,34,1021.5,12.4,11.9,11,0.29
2018681850,2018,6,8,18,50,351,4.3,5.1,3.33,2.84,22,1021.4,11.5,12,10.2,0.3
2018681950,2018,6,8,19,50,25,6.2,7,3.23,2.81,17,1019.7,11.5,12,10.1,0.28
2018682050,2018,6,8,20,50,5,3.4,4.3,3.45,2.87,21,1020.2,12.4,12,10.5,0.34
2018682150,2018,6,8,21,50,315,2.3,3.2,3.13,2.95,28,1020.2,12.3,12.1,10.4,0.31
201869050,2018,6,9,0,50,298,3.9,5.2,3.23,3.11,12,1020.1,11.3,12.1,9.8,0.27
201869150,2018,6,9,1,50,336,3,3.5,3.45,3.19,14,1020.4,11.1,12.1,9.4,0.28
201869250,2018,6,9,2,50,342,3.1,3.8,3.7,3.14,10,1020.3,11.4,12.1,9.7,0.25
201869350,2018,6,9,3,50,360,1.3,1.7,3.7,3.28,13,1020,11.3,12.1,9.3,0.29
201869450,2018,6,9,4,50,4,1.1,1.6,3.7,3.35,28,1019.6,11.5,12.1,9.6,0.32
201869550,2018,6,9,5,50,354,1.7,2.3,3.57,3.25,22,1019.1,11.4,12.2,9.9,0.29
201869650,2018,6,9,6,50,35,3.1,3.5,3.57,3.15,19,1018.9,11.7,12.3,10.3,0.29
201869750,2018,6,9,7,50,65,2.2,4.3,3.57,3.05,23,1018.5,11.6,12.3,10.7,0.3
201869850,2018,6,9,8,50,46,1.9,2.3,3.57,3.2,21,1018,12.3,12.3,11.3,0.31
201869950,2018,6,9,9,50,40,3.7,4.8,3.7,3.34,28,1017.5,12.3,12.2,11.7,0.28
2018691050,2018,6,9,10,50,67,3.9,4.6,3.85,3.28,25,1017.7,13.4,12.2,13,0.27
2018691150,2018,6,9,11,50,314,2.3,2.7,3.57,3.25,23,1018.7,12.6,12.2,12.1,0.26
2018691850,2018,6,9,18,50,67,1.4,1.9,3.23,3.09,57,1016.2,14.3,12.7,14.1,0.27
2018691950,2018,6,9,19,50,329,3.4,3.7,3.13,3.19,37,1015.9,13.6,13,13.4,0.27
2018610650,2018,6,10,6,50,91,6.6,7.5,2.74,2.65,77,1013.3,15.2,12.9,14.7,0.28
2018610750,2018,6,10,7,50,95,6.1,7.2,2.74,2.67,82,1012.8,15.1,13,14.6,0.32
2018610850,2018,6,10,8,50,90,4.8,5.4,3.03,2.76,77,1013.1,14.5,13.1,14.2,0.31
2018610950,2018,6,10,9,50,91,5.9,6.6,3.33,2.92,71,1012.5,14.6,13.1,13.8,0.36
20186101050,2018,6,10,10,50,82,1.9,4.2,3.85,3.15,51,1013.5,14.6,13,13.9,0.4
20186101150,2018,6,10,11,50,80,7.9,8.7,3.85,3.23,79,1011.6,14,13,13.6,0.45
20186101250,2018,6,10,12,50,86,11.1,13,4.35,3.47,89,1009.4,14.3,13.1,13.8,0.75
20186101350,2018,6,10,13,50,94,5.9,7.2,4.17,3.52,97,1011.3,14.3,13,13.5,0.85
20186101450,2018,6,10,14,50,86,2.5,3.6,4.35,3.58,92,1012.2,13.9,13.4,13.3,0.67
20186101550,2018,6,10,15,50,43,3.2,3.7,4.17,3.71,115,1012.3,13.5,13.5,13.1,0.73
20186101650,2018,6,10,16,50,33,3.9,4.7,4.35,3.86,116,1012.3,13.6,13.5,13.3,0.69
20186101750,2018,6,10,17,50,37,4.6,5.5,4.35,3.85,118,1012.4,13.6,13.5,13.4,0.66
20186101850,2018,6,10,18,50,47,4.9,6.1,4.35,3.69,122,1012.3,13.9,13.6,13.7,0.58
20186101950,2018,6,10,19,50,51,6,6.7,4,3.43,124,1011.2,14.3,13.5,14.1,0.49
20186102150,2018,6,10,21,50,61,6.5,7.4,3.45,2.98,106,1011,15.1,13.4,14.9,0.36
20186102250,2018,6,10,22,50,52,5,5.6,3.13,2.83,107,1011.5,14.7,13.4,14.6,0.32
20186102350,2018,6,10,23,50,51,5.8,6.5,2.86,2.72,110,1012.2,14.6,13.5,14.2,0.28
2018611050,2018,6,11,0,50,69,7.6,8.7,2.47,2.65,83,1011.4,15.5,13.5,14.9,0.35
2018611150,2018,6,11,1,50,66,7,7.8,2.86,2.77,88,1011.6,14.9,13.5,14.2,0.37
2018611250,2018,6,11,2,50,66,6.5,7.5,2.86,2.85,84,1012.6,15,13.4,13.9,0.4
2018611350,2018,6,11,3,50,89,2.1,2.4,3.7,3.21,95,1013.4,13.9,13.4,13.2,0.46
2018611450,2018,6,11,4,50,63,3.6,4.3,3.57,3.26,76,1013.4,14,13.5,13.2,0.42
2018611550,2018,6,11,5,50,51,5.1,5.8,3.33,3.2,75,1012.9,13.9,13.4,13,0.4
2018611650,2018,6,11,6,50,46,4.3,5,3.23,3.3,82,1012.9,13.6,13.4,12.6,0.39
2018611750,2018,6,11,7,50,54,5.1,5.8,4.17,3.27,1,1012.8,13.8,13.5,12.4,0.36
2018611850,2018,6,11,8,50,56,5.2,6,4,3.26,1,1012.4,13.9,13.5,12.5,0.35
2018611950,2018,6,11,9,50,51,6.3,7,3.23,3.05,49,1012.5,14.1,13.5,12.7,0.35
20186111050,2018,6,11,10,50,68,5,5.8,3.13,3.16,81,1013.7,14.3,13.5,12.5,0.4
20186111150,2018,6,11,11,50,71,5.8,6.5,3.45,3.16,41,1013.6,14.5,13.4,12.3,0.41
20186111250,2018,6,11,12,50,66,6.6,7.5,3.57,3.25,70,1013.5,14.8,13.4,12.1,0.45
20186111350,2018,6,11,13,50,71,4.6,5,3.85,3.4,77,1014.4,14.4,13.5,12.3,0.58
20186111450,2018,6,11,14,50,62,4.2,4.8,4,3.63,72,1014.4,14.5,13.5,12.6,0.59
20186111550,2018,6,11,15,50,73,3.1,3.7,3.85,3.49,81,1014.5,14.8,13.5,13,0.51
20186111650,2018,6,11,16,50,68,2.9,3.4,4,3.56,89,1014.4,15.1,13.5,13.5,0.56
20186111750,2018,6,11,17,50,65,3.8,4.3,3.85,3.56,86,1014.1,15.4,13.7,13.8,0.52
20186111850,2018,6,11,18,50,44,2.8,3.3,3.57,3.36,91,1014,15.8,14.1,14.3,0.45
20186111950,2018,6,11,19,50,52,1.8,2.2,3.45,3.34,90,1013.9,16.3,14.6,14.5,0.4
20186112050,2018,6,11,20,50,14,1.3,1.6,3.33,3.23,83,1013.5,15.7,15,14.3,0.36
20186112150,2018,6,11,21,50,357,3.2,3.7,3.13,3.22,92,1013.9,15.4,14.8,14.1,0.3
20186112250,2018,6,11,22,50,14,1.9,2.3,2.86,3.1,106,1014.2,14.5,14.6,13.2,0.25
2018612150,2018,6,12,1,50,19,3.7,4.5,3.23,3.1,149,1014.4,13.8,14.3,12.5,0.29
2018612250,2018,6,12,2,50,49,4.7,5.4,3.13,2.96,126,1013.7,14.7,14.1,13.1,0.26
2018612950,2018,6,12,9,50,105,3.8,4.4,2.6,2.7,126,1013,15.4,14,15.1,0.29
20186121050,2018,6,12,10,50,92,3.7,4.5,3.23,3.08,136,1013.1,15.2,13.9,14.9,0.35
20186121150,2018,6,12,11,50,92,5.4,6,3.57,3.27,118,1013.2,15.6,13.9,15.2,0.45
20186121250,2018,6,12,12,50,104,4.6,5.4,3.45,3.13,112,1013.6,15.9,13.9,15.3,0.41
20186121350,2018,6,12,13,50,107,4.5,5.3,3.33,2.97,120,1013.7,15.7,14.1,15.3,0.31
20186121450,2018,6,12,14,50,98,3.4,3.8,3.03,2.91,116,1014.1,15.7,14.2,15.3,0.28
20186121550,2018,6,12,15,50,96,3.8,4.3,3.13,3,125,1013.6,15.7,14.3,15.2,0.27
20186131350,2018,6,13,13,50,261,5.2,5.7,2.47,2.48,216,1012.4,15.2,14.2,15.1,0.27
2018616550,2018,6,16,5,50,10,2.4,3.5,2.6,2.52,31,1015.4,17.6,15.4,17.2,0.26
2018616650,2018,6,16,6,50,173,2.7,3.9,3.13,2.9,17,1014.8,18.6,15.5,18.4,0.31
2018616850,2018,6,16,8,50,196,10.1,12.4,2.25,2.45,168,1013.3,17.6,15.5,17.2,0.29
2018616950,2018,6,16,9,50,170,7.1,9,2.74,2.77,171,1013.1,17.9,15.1,17.1,0.55
20186161050,2018,6,16,10,50,220,6.5,10.4,2.86,2.8,158,1014.6,18.6,15.1,16.5,0.43
20186161150,2018,6,16,11,50,223,4.3,4.7,3.03,2.8,154,1014,15.8,14.8,15.1,0.37
20186161250,2018,6,16,12,50,347,0.9,3.4,2.74,2.74,158,1014.9,15.6,13.9,14.8,0.31
20186161350,2018,6,16,13,50,87,3.6,7.3,2.74,2.86,81,1016.3,18.2,13.5,15.7,0.33
20186161450,2018,6,16,14,50,120,4.7,5.5,3.33,3.01,120,1015.6,18.7,13.8,15.7,0.37
20186161550,2018,6,16,15,50,126,8.1,9.3,3.03,2.91,56,1015.1,18.9,13.9,16.2,0.38
20186161650,2018,6,16,16,50,131,4.8,5.3,3.33,3.01,160,1015.5,18.4,13.7,15.4,0.45
20186161750,2018,6,16,17,50,116,2,2.5,4,3.19,191,1015.3,19.4,13.9,15.6,0.39
20186161850,2018,6,16,18,50,245,1.3,1.7,3.7,3.12,209,1015.7,18.8,14.4,15.6,0.34
20186161950,2018,6,16,19,50,199,2.5,3,3.03,2.94,100,1014.9,18.8,15.2,16.1,0.28
2018618850,2018,6,18,8,50,195,5.7,6.3,2.94,2.76,172,1012.9,17.8,14.3,16.5,0.27
2018618950,2018,6,18,9,50,203,5.7,6.5,2.86,2.8,170,1012.9,17.8,14.4,16.7,0.31
20186181050,2018,6,18,10,50,205,4.8,5.3,3.13,2.84,164,1013.2,17.8,14.4,16.9,0.3
20186181150,2018,6,18,11,50,213,3,4.4,3.23,2.88,151,1013.7,17,14.5,16.3,0.3
20186181250,2018,6,18,12,50,208,5.8,6.4,3.03,2.84,162,1013.6,18.2,14.7,17.2,0.3
20186181350,2018,6,18,13,50,209,5.7,6.3,3.13,2.89,158,1014,17.8,14.8,16.9,0.33
20186181450,2018,6,18,14,50,210,5,5.5,3.13,2.79,149,1014,17.5,14.8,16.6,0.28
20186181550,2018,6,18,15,50,212,6.1,6.6,3.45,2.9,142,1013.7,18.5,14.9,17.3,0.29
2018619250,2018,6,19,2,50,351,6.8,7.8,2.6,2.58,9,1015.2,15,14.5,14.8,0.29
2018619350,2018,6,19,3,50,4,7.9,9.4,3.13,2.88,14,1015.2,14.8,14.4,14.4,0.43
2018619450,2018,6,19,4,50,6,5.7,7.1,3.57,3.13,22,1015.8,15.1,14.5,14.7,0.5
2018619550,2018,6,19,5,50,15,4.9,5.9,3.45,3.3,15,1015.9,15.3,14.7,14.8,0.52
2018619650,2018,6,19,6,50,32,4.4,5.1,3.85,3.41,19,1015.6,15.9,14.9,15.2,0.5
2018619750,2018,6,19,7,50,20,5.2,6,4,3.41,25,1015.4,15.8,15,15.2,0.45
2018619850,2018,6,19,8,50,25,6.3,7.1,3.85,3.37,16,1014.7,15.4,15,14.9,0.49
2018619950,2018,6,19,9,50,13,4.1,4.7,4.17,3.39,15,1015.5,16.1,15.1,15.6,0.52
20186191050,2018,6,19,10,50,32,4.2,5,3.85,3.32,20,1015.8,16.1,15.2,15.7,0.45
20186191150,2018,6,19,11,50,59,4.8,5.4,4,3.27,12,1015.1,16.9,15.4,16.6,0.41
20186191250,2018,6,19,12,50,52,3.7,4.1,4,3.21,26,1015.5,16.9,15.6,16.7,0.35
20186191350,2018,6,19,13,50,37,3.4,4,3.7,3.12,20,1015.6,16.8,15.8,16.4,0.33
20186191450,2018,6,19,14,50,44,2.6,3,3.33,3.07,26,1015.8,16.7,16,16.4,0.29
20186191950,2018,6,19,19,50,36,4,4.6,2.94,2.73,104,1013.4,16.7,16.1,16.2,0.26
20186192050,2018,6,19,20,50,52,5.2,5.7,2.86,2.81,78,1013,17.9,16.1,16.6,0.3
20186192150,2018,6,19,21,50,32,5.3,6.5,2.94,2.93,93,1013.1,17,16.2,16,0.34
